,RMSE
"(2, 1, 1)(1, 1, 0, 12)",0.21962121935168272
"(2, 2, 1)(1, 1, 0, 12)",0.9043773008337149
"(2, 1, 2)(1, 1, 0, 12)",0.25208052916510565
"(2, 2, 2)(1, 1, 0, 12)",1.0060920713991264
"(2, 1, 3)(1, 1, 0, 12)",0.23539487064891992
"(2, 2, 3)(1, 1, 0, 12)",1.0912906207812776
"(2, 1, 4)(1, 1, 0, 12)",0.17136730848181111
"(2, 2, 4)(1, 1, 0, 12)",1.076338055751077
"(2, 1, 5)(1, 1, 0, 12)",0.25493782542145266
"(2, 2, 5)(1, 1, 0, 12)",1.0927666158885236
"(2, 1, 7)(1, 1, 0, 12)",0.24052374762076195
"(2, 2, 7)(1, 1, 0, 12)",1.2312398674978504
"(3, 1, 1)(1, 1, 0, 12)",0.24230511613547323
"(3, 2, 1)(1, 1, 0, 12)",0.969982951482574
"(3, 1, 2)(1, 1, 0, 12)",0.259153944929041
"(3, 2, 2)(1, 1, 0, 12)",1.0166567737982983
"(3, 1, 3)(1, 1, 0, 12)",0.27165658656164104
"(3, 2, 3)(1, 1, 0, 12)",1.0871165412959274
"(3, 1, 4)(1, 1, 0, 12)",0.19747381694774663
"(3, 2, 4)(1, 1, 0, 12)",0.9732015219120127
"(3, 1, 5)(1, 1, 0, 12)",0.2889286509252297
"(3, 2, 5)(1, 1, 0, 12)",0.9954576356733269
"(3, 1, 7)(1, 1, 0, 12)",0.31903098305770733
"(3, 2, 7)(1, 1, 0, 12)",1.2311400598389786
"(5, 1, 1)(1, 1, 0, 12)",0.2712273449819747
"(5, 2, 1)(1, 1, 0, 12)",1.019151141980201
"(5, 1, 2)(1, 1, 0, 12)",0.17578066091545533
"(5, 2, 2)(1, 1, 0, 12)",1.0192629945386058
"(5, 1, 3)(1, 1, 0, 12)",0.1692144270356037
"(5, 2, 3)(1, 1, 0, 12)",1.120925272290872
"(5, 1, 4)(1, 1, 0, 12)",0.17169810396738655
"(5, 2, 4)(1, 1, 0, 12)",0.290240287067179
"(5, 1, 5)(1, 1, 0, 12)",0.21342198769537213
"(5, 2, 5)(1, 1, 0, 12)",1.064676962282162
"(5, 1, 7)(1, 1, 0, 12)",0.17862029623686387
"(5, 2, 7)(1, 1, 0, 12)",1.3030325782103125
"(7, 1, 1)(1, 1, 0, 12)",0.26865159684534484
"(7, 2, 1)(1, 1, 0, 12)",1.0497214658581802
"(7, 1, 2)(1, 1, 0, 12)",0.17009137201755545
"(7, 2, 2)(1, 1, 0, 12)",0.26494899932498317
"(7, 1, 3)(1, 1, 0, 12)",0.21810007663266304
"(7, 2, 3)(1, 1, 0, 12)",0.30695798659585766
"(7, 1, 4)(1, 1, 0, 12)",2.4881946310067317e+65
"(7, 2, 4)(1, 1, 0, 12)",61.16385902880218
"(7, 1, 5)(1, 1, 0, 12)",0.2597001721825773
"(7, 2, 5)(1, 1, 0, 12)",1.1408607877005346
"(7, 1, 7)(1, 1, 0, 12)",0.19219954878612533
"(7, 2, 7)(1, 1, 0, 12)",1.2327341634476132
"(1, 1, 1)(1, 0, 1, 12)",0.31839262840087046
"(1, 2, 1)(1, 0, 1, 12)",0.2565076076096585
"(1, 1, 2)(1, 0, 1, 12)",0.1737423932599554
"(1, 2, 2)(1, 0, 1, 12)",0.38802746338839034
"(1, 1, 3)(1, 0, 1, 12)",0.3085064445391035
"(1, 2, 3)(1, 0, 1, 12)",0.3873443116631062
"(1, 1, 4)(1, 0, 1, 12)",0.16779463317450674
"(1, 2, 4)(1, 0, 1, 12)",0.16468200930564755
"(1, 1, 5)(1, 0, 1, 12)",0.17777173259769705
"(1, 2, 5)(1, 0, 1, 12)",0.16349863890217448
"(1, 1, 7)(1, 0, 1, 12)",0.17458622134766374
"(1, 2, 7)(1, 0, 1, 12)",0.16250776534011763
"(2, 1, 1)(1, 0, 1, 12)",0.1915653666824513
"(2, 2, 1)(1, 0, 1, 12)",0.2621452409412702
"(2, 1, 2)(1, 0, 1, 12)",0.170547588287593
"(2, 2, 2)(1, 0, 1, 12)",0.2992822837048636
"(2, 1, 3)(1, 0, 1, 12)",0.1698741129454921
"(2, 2, 3)(1, 0, 1, 12)",0.3916778768677993
"(2, 1, 4)(1, 0, 1, 12)",0.1667256345089176
"(2, 2, 4)(1, 0, 1, 12)",0.4027682665148659
"(2, 1, 5)(1, 0, 1, 12)",0.1839891684535376
"(2, 2, 5)(1, 0, 1, 12)",0.1654347381328847
"(2, 1, 7)(1, 0, 1, 12)",0.18427348458427512
"(2, 2, 7)(1, 0, 1, 12)",0.1661532628168284
"(3, 1, 1)(1, 0, 1, 12)",0.1758925173912583
"(3, 2, 1)(1, 0, 1, 12)",0.3898365010940122
"(3, 1, 2)(1, 0, 1, 12)",0.1747586669121372
"(3, 2, 2)(1, 0, 1, 12)",0.30272481543965196
"(3, 1, 3)(1, 0, 1, 12)",0.18580473368792694
"(3, 2, 3)(1, 0, 1, 12)",0.3978217604487423
"(3, 1, 4)(1, 0, 1, 12)",0.3057993503454114
"(3, 2, 4)(1, 0, 1, 12)",0.36675489421339963
"(3, 1, 5)(1, 0, 1, 12)",0.28025430914847
"(3, 2, 5)(1, 0, 1, 12)",0.3779151253188482
"(3, 1, 7)(1, 0, 1, 12)",0.19579972261748058
"(3, 2, 7)(1, 0, 1, 12)",0.16941588235974053
"(5, 1, 1)(1, 0, 1, 12)",0.16422187513044934
"(5, 2, 1)(1, 0, 1, 12)",0.4881813528834227
"(5, 1, 2)(1, 0, 1, 12)",0.28605898959945897
"(5, 2, 2)(1, 0, 1, 12)",0.16528268778854835
"(5, 1, 3)(1, 0, 1, 12)",0.17268512036068373
"(5, 2, 3)(1, 0, 1, 12)",0.16734665489044362
"(5, 1, 4)(1, 0, 1, 12)",0.31737040029100355
"(5, 2, 4)(1, 0, 1, 12)",0.3783590215257484
"(5, 1, 5)(1, 0, 1, 12)",0.18551099014088446
"(5, 2, 5)(1, 0, 1, 12)",0.3954968713247369
"(5, 1, 7)(1, 0, 1, 12)",0.1704588003745281
"(5, 2, 7)(1, 0, 1, 12)",0.4067944006074242
"(7, 1, 1)(1, 0, 1, 12)",0.16626421492552573
"(7, 2, 1)(1, 0, 1, 12)",0.5874390300900412
"(7, 1, 2)(1, 0, 1, 12)",0.17040880628288016
"(7, 2, 2)(1, 0, 1, 12)",0.16081435055720383
"(7, 1, 3)(1, 0, 1, 12)",0.16639966349176644
"(7, 2, 3)(1, 0, 1, 12)",0.4461340669864938
"(7, 1, 4)(1, 0, 1, 12)",0.20924540209773274
"(7, 2, 4)(1, 0, 1, 12)",1.5255581446247067e+23
"(7, 1, 5)(1, 0, 1, 12)",0.16779240318567554
"(7, 2, 5)(1, 0, 1, 12)",0.40893453104804356
"(7, 1, 7)(1, 0, 1, 12)",0.17225332548181038
"(7, 2, 7)(1, 0, 1, 12)",0.3593229553702267
"(1, 1, 1)(1, 1, 1, 12)",0.3239311261509854
"(1, 2, 1)(1, 1, 1, 12)",0.2328995219065901
"(1, 1, 2)(1, 1, 1, 12)",0.18548517002486498
"(1, 2, 2)(1, 1, 1, 12)",0.3475885378219825
"(1, 1, 3)(1, 1, 1, 12)",0.17033208134647584
"(1, 2, 3)(1, 1, 1, 12)",0.3223208284514214
"(1, 1, 4)(1, 1, 1, 12)",0.16820010460352774
"(1, 2, 4)(1, 1, 1, 12)",0.3352128786253116
"(1, 1, 5)(1, 1, 1, 12)",0.19280934166608452
"(1, 2, 5)(1, 1, 1, 12)",0.35336047303222134
"(1, 1, 7)(1, 1, 1, 12)",0.19769242277673071
"(1, 2, 7)(1, 1, 1, 12)",0.16382402497046572
"(2, 1, 1)(1, 1, 1, 12)",0.19853379375226599
"(2, 2, 1)(1, 1, 1, 12)",0.2952839144520682
"(2, 1, 2)(1, 1, 1, 12)",0.18039856494574705
"(2, 2, 2)(1, 1, 1, 12)",0.26331858581934964
"(2, 1, 3)(1, 1, 1, 12)",0.20304654780234224
"(2, 2, 3)(1, 1, 1, 12)",0.3378563809574634
"(2, 1, 4)(1, 1, 1, 12)",0.16506458518644768
"(2, 2, 4)(1, 1, 1, 12)",0.2804604994679706
"(2, 1, 5)(1, 1, 1, 12)",0.1702509829265089
"(2, 2, 5)(1, 1, 1, 12)",0.35725397666093
"(2, 1, 7)(1, 1, 1, 12)",0.20046089330881064
"(2, 2, 7)(1, 1, 1, 12)",0.29368432578773357
"(3, 1, 1)(1, 1, 1, 12)",0.27962525182826803
"(3, 2, 1)(1, 1, 1, 12)",0.3370689627489902
"(3, 1, 2)(1, 1, 1, 12)",0.19499616301967101
"(3, 2, 2)(1, 1, 1, 12)",0.2808566703781149
"(3, 1, 3)(1, 1, 1, 12)",0.16666850528837834
"(3, 2, 3)(1, 1, 1, 12)",0.3236939525234125
"(3, 1, 4)(1, 1, 1, 12)",0.2047747981530075
"(3, 2, 4)(1, 1, 1, 12)",0.35334023447215207
"(3, 1, 5)(1, 1, 1, 12)",0.16446959112173426
"(3, 2, 5)(1, 1, 1, 12)",0.48702200889557484
"(3, 1, 7)(1, 1, 1, 12)",0.185085933658768
"(3, 2, 7)(1, 1, 1, 12)",0.3376738989484566
"(5, 1, 1)(1, 1, 1, 12)",0.16590300639536043
"(5, 2, 1)(1, 1, 1, 12)",0.15764654677944745
"(5, 1, 2)(1, 1, 1, 12)",0.1618770097467651
"(5, 2, 2)(1, 1, 1, 12)",0.33941707448778136
"(5, 1, 3)(1, 1, 1, 12)",0.16841551734961702
"(5, 2, 3)(1, 1, 1, 12)",0.4036486261185368
"(5, 1, 4)(1, 1, 1, 12)",0.19693862021605155
"(5, 2, 4)(1, 1, 1, 12)",0.3281743297067678
"(5, 1, 5)(1, 1, 1, 12)",0.2512367515451724
"(5, 2, 5)(1, 1, 1, 12)",0.5325064850509189
"(5, 1, 7)(1, 1, 1, 12)",0.17633005011374808
"(5, 2, 7)(1, 1, 1, 12)",0.3698905714701923
"(7, 1, 1)(1, 1, 1, 12)",0.16944789347997746
"(7, 2, 1)(1, 1, 1, 12)",0.15388857311011622
"(7, 1, 2)(1, 1, 1, 12)",0.17446250913013883
"(7, 2, 2)(1, 1, 1, 12)",0.1546494666690799
"(7, 1, 3)(1, 1, 1, 12)",0.19850709876481107
"(7, 2, 3)(1, 1, 1, 12)",0.154790166525772
"(7, 1, 4)(1, 1, 1, 12)",1.6298124645348235e+65
"(7, 2, 4)(1, 1, 1, 12)",1137.9017482193208
"(7, 1, 5)(1, 1, 1, 12)",0.20689740508042426
"(7, 2, 5)(1, 1, 1, 12)",0.40637780034829296
"(7, 1, 7)(1, 1, 1, 12)",0.18111679138566789
"(7, 2, 7)(1, 1, 1, 12)",0.24173983062250326
"(1, 1, 1)(1, 0, 2, 12)",0.30671840182704224
"(1, 2, 1)(1, 0, 2, 12)",0.27560952111266646
"(1, 1, 2)(1, 0, 2, 12)",0.17608777946095105
"(1, 2, 2)(1, 0, 2, 12)",0.41226355210664123
"(1, 1, 3)(1, 0, 2, 12)",0.2905556682239632
"(1, 2, 3)(1, 0, 2, 12)",0.39062727528682467
"(1, 1, 4)(1, 0, 2, 12)",0.16736579179587094
"(1, 2, 4)(1, 0, 2, 12)",0.4445148833187233
"(1, 1, 5)(1, 0, 2, 12)",0.1739707418367635
"(1, 2, 5)(1, 0, 2, 12)",0.16420399478558412
"(1, 1, 7)(1, 0, 2, 12)",0.17541040227167795
"(1, 2, 7)(1, 0, 2, 12)",0.15970861222140764
"(2, 1, 1)(1, 0, 2, 12)",0.19316192673097
"(2, 2, 1)(1, 0, 2, 12)",0.35446970100949293
"(2, 1, 2)(1, 0, 2, 12)",0.16867979059360116
"(2, 2, 2)(1, 0, 2, 12)",0.3059930106901121
"(2, 1, 3)(1, 0, 2, 12)",0.1701654554865433
"(2, 2, 3)(1, 0, 2, 12)",0.4130246685527124
"(2, 1, 4)(1, 0, 2, 12)",0.1651407778506262
"(2, 2, 4)(1, 0, 2, 12)",0.43548166761046464
"(2, 1, 5)(1, 0, 2, 12)",0.18427314079111726
"(2, 2, 5)(1, 0, 2, 12)",0.16630773690972017
"(2, 1, 7)(1, 0, 2, 12)",0.17892402554753167
"(2, 2, 7)(1, 0, 2, 12)",0.16249291625087559
"(3, 1, 1)(1, 0, 2, 12)",0.1758730020150311
"(3, 2, 1)(1, 0, 2, 12)",0.4061232176045307
"(3, 1, 2)(1, 0, 2, 12)",0.17707362121768022
"(3, 2, 2)(1, 0, 2, 12)",0.33886628970265037
"(3, 1, 3)(1, 0, 2, 12)",0.21091204514394707
"(3, 2, 3)(1, 0, 2, 12)",0.41455626315406685
"(3, 1, 4)(1, 0, 2, 12)",0.2775161964303209
"(3, 2, 4)(1, 0, 2, 12)",0.26919594522494655
"(3, 1, 5)(1, 0, 2, 12)",0.26519109853396416
"(3, 2, 5)(1, 0, 2, 12)",0.4356699584265915
"(3, 1, 7)(1, 0, 2, 12)",0.18605035990321167
"(3, 2, 7)(1, 0, 2, 12)",0.16201101092732925
"(5, 1, 1)(1, 0, 2, 12)",0.16581309933007485
"(5, 2, 1)(1, 0, 2, 12)",0.1691253478061875
"(5, 1, 2)(1, 0, 2, 12)",0.32818173936643885
"(5, 2, 2)(1, 0, 2, 12)",0.16639301951133434
"(5, 1, 3)(1, 0, 2, 12)",0.16836952810233724
"(5, 2, 3)(1, 0, 2, 12)",0.16804374382549178
"(5, 1, 4)(1, 0, 2, 12)",0.29623092261372164
"(5, 2, 4)(1, 0, 2, 12)",0.3604716765714072
"(5, 1, 5)(1, 0, 2, 12)",0.20886318261703518
"(5, 2, 5)(1, 0, 2, 12)",0.3253296020336261
"(5, 1, 7)(1, 0, 2, 12)",0.21772151213595387
"(5, 2, 7)(1, 0, 2, 12)",0.43864179051786734
"(7, 1, 1)(1, 0, 2, 12)",0.16863274657399033
"(7, 2, 1)(1, 0, 2, 12)",0.16228394505845414
"(7, 1, 2)(1, 0, 2, 12)",0.18715592998459143
"(7, 2, 2)(1, 0, 2, 12)",0.16178036925273398
"(7, 1, 3)(1, 0, 2, 12)",0.16696723769915792
"(7, 2, 3)(1, 0, 2, 12)",0.16215220635600588
"(7, 1, 4)(1, 0, 2, 12)",0.21041772615319188
"(7, 2, 4)(1, 0, 2, 12)",1.6338915679582022e+28
"(7, 1, 5)(1, 0, 2, 12)",0.16947453082087302
"(7, 2, 5)(1, 0, 2, 12)",0.21203225641124954
"(7, 1, 7)(1, 0, 2, 12)",0.19404534322011568
"(7, 2, 7)(1, 0, 2, 12)",0.33400146058528435
"(1, 1, 1)(1, 1, 2, 12)",0.31401611867386536
"(1, 2, 1)(1, 1, 2, 12)",0.2178548341429832
"(1, 1, 2)(1, 1, 2, 12)",0.17878656526045297
"(1, 2, 2)(1, 1, 2, 12)",0.3105636319133797
"(1, 1, 3)(1, 1, 2, 12)",0.20600530230581043
"(1, 2, 3)(1, 1, 2, 12)",0.30295492204415536
"(1, 1, 4)(1, 1, 2, 12)",0.167022602553302
"(1, 2, 4)(1, 1, 2, 12)",0.2693173986307707
"(1, 1, 5)(1, 1, 2, 12)",0.18290335532069166
"(1, 2, 5)(1, 1, 2, 12)",0.32980380376041235
"(1, 1, 7)(1, 1, 2, 12)",0.19410039129585183
"(1, 2, 7)(1, 1, 2, 12)",0.16342541685321735
"(2, 1, 1)(1, 1, 2, 12)",0.19650416502455423
"(2, 2, 1)(1, 1, 2, 12)",0.2760613918921186
"(2, 1, 2)(1, 1, 2, 12)",0.17171823728740834
"(2, 2, 2)(1, 1, 2, 12)",0.2426538615813348
"(2, 1, 3)(1, 1, 2, 12)",0.2611622272307478
"(2, 2, 3)(1, 1, 2, 12)",0.2595077604433525
"(2, 1, 4)(1, 1, 2, 12)",0.17502663745546973
"(2, 2, 4)(1, 1, 2, 12)",0.23739832748903228
"(2, 1, 5)(1, 1, 2, 12)",0.1587945502091442
"(2, 2, 5)(1, 1, 2, 12)",0.3111570135658131
"(2, 1, 7)(1, 1, 2, 12)",0.1762133741652343
"(2, 2, 7)(1, 1, 2, 12)",0.1552199051918123
"(3, 1, 1)(1, 1, 2, 12)",0.2317833724972645
"(3, 2, 1)(1, 1, 2, 12)",0.3019971512777303
"(3, 1, 2)(1, 1, 2, 12)",0.24883252947298348
"(3, 2, 2)(1, 1, 2, 12)",0.248600185590979
"(3, 1, 3)(1, 1, 2, 12)",0.17246557766328766
"(3, 2, 3)(1, 1, 2, 12)",0.2746828383414724
"(3, 1, 4)(1, 1, 2, 12)",0.24398982835635571
"(3, 2, 4)(1, 1, 2, 12)",0.2854893981941248
"(3, 1, 5)(1, 1, 2, 12)",0.1697828352655676
"(3, 2, 5)(1, 1, 2, 12)",0.25434261145482767
"(3, 1, 7)(1, 1, 2, 12)",0.24514323230825658
"(3, 2, 7)(1, 1, 2, 12)",0.16556585762115697
"(5, 1, 1)(1, 1, 2, 12)",0.16204930299421771
"(5, 2, 1)(1, 1, 2, 12)",0.15520711023942269
"(5, 1, 2)(1, 1, 2, 12)",0.1582705529711751
"(5, 2, 2)(1, 1, 2, 12)",0.15407655410265192
"(5, 1, 3)(1, 1, 2, 12)",0.16636929455025568
"(5, 2, 3)(1, 1, 2, 12)",0.43610365758108877
"(5, 1, 4)(1, 1, 2, 12)",0.20469089695621012
"(5, 2, 4)(1, 1, 2, 12)",0.15634167106210442
"(5, 1, 5)(1, 1, 2, 12)",0.19037344127768635
"(5, 2, 5)(1, 1, 2, 12)",0.4288037418711155
"(5, 1, 7)(1, 1, 2, 12)",0.18040569300978868
"(5, 2, 7)(1, 1, 2, 12)",0.33675784542525683
"(7, 1, 1)(1, 1, 2, 12)",0.21652808204820426
"(7, 2, 1)(1, 1, 2, 12)",0.15301113383811618
"(7, 1, 2)(1, 1, 2, 12)",0.1659691975226709
"(7, 2, 2)(1, 1, 2, 12)",0.1738436531390781
"(7, 1, 3)(1, 1, 2, 12)",0.16337609967096772
"(7, 2, 3)(1, 1, 2, 12)",0.17121499374038476
"(7, 1, 4)(1, 1, 2, 12)",1.5932434373985837e+65
"(7, 2, 4)(1, 1, 2, 12)",1824.4366012802723
"(7, 1, 5)(1, 1, 2, 12)",0.27789755490434875
"(7, 2, 5)(1, 1, 2, 12)",0.34408663428835984
"(7, 1, 7)(1, 1, 2, 12)",0.21081875871627975
"(7, 2, 7)(1, 1, 2, 12)",0.23042227700963833
"(1, 1, 1)(2, 0, 0, 12)",0.251162326906333
"(1, 2, 1)(2, 0, 0, 12)",0.8144308583703617
"(1, 1, 2)(2, 0, 0, 12)",0.2701933518468131
"(1, 2, 2)(2, 0, 0, 12)",0.251423712231139
"(1, 1, 3)(2, 0, 0, 12)",0.3004654337676896
"(1, 2, 3)(2, 0, 0, 12)",1.034863651624088
"(1, 1, 4)(2, 0, 0, 12)",0.27632823634853804
"(1, 2, 4)(2, 0, 0, 12)",0.2987515329367941
"(1, 1, 5)(2, 0, 0, 12)",0.2437304930018812
"(1, 2, 5)(2, 0, 0, 12)",1.0472330219631945
"(1, 1, 7)(2, 0, 0, 12)",0.24125128286580735
"(1, 2, 7)(2, 0, 0, 12)",0.21711684564084058
"(2, 1, 1)(2, 0, 0, 12)",0.24427571857306615
"(2, 2, 1)(2, 0, 0, 12)",0.24639204955892552
"(2, 1, 2)(2, 0, 0, 12)",0.245095357083408
"(2, 2, 2)(2, 0, 0, 12)",0.2424864441354153
"(2, 1, 3)(2, 0, 0, 12)",0.3058194232547952
"(2, 2, 3)(2, 0, 0, 12)",0.2728551330558909
"(2, 1, 4)(2, 0, 0, 12)",0.23463457479410652
"(2, 2, 4)(2, 0, 0, 12)",0.261038076123676
"(2, 1, 5)(2, 0, 0, 12)",0.22143692520538497
"(2, 2, 5)(2, 0, 0, 12)",1.2544625075978086
"(2, 1, 7)(2, 0, 0, 12)",0.23726667329423243
"(2, 2, 7)(2, 0, 0, 12)",0.26564776627904735
"(3, 1, 1)(2, 0, 0, 12)",0.27084655957416504
"(3, 2, 1)(2, 0, 0, 12)",1.0239939816825494
"(3, 1, 2)(2, 0, 0, 12)",0.24393955619638963
"(3, 2, 2)(2, 0, 0, 12)",0.915004157169717
"(3, 1, 3)(2, 0, 0, 12)",0.2617054691243983
"(3, 2, 3)(2, 0, 0, 12)",1.03941619471857
"(3, 1, 4)(2, 0, 0, 12)",0.23046014444779173
"(3, 2, 4)(2, 0, 0, 12)",0.24382684231462404
"(3, 1, 5)(2, 0, 0, 12)",0.23478792470116952
"(3, 2, 5)(2, 0, 0, 12)",0.2923972398854762
"(3, 1, 7)(2, 0, 0, 12)",0.24689242968979824
"(3, 2, 7)(2, 0, 0, 12)",1.1114886918442404
"(5, 1, 1)(2, 0, 0, 12)",0.2999220646116852
"(5, 2, 1)(2, 0, 0, 12)",1.073523285961619
"(5, 1, 2)(2, 0, 0, 12)",0.29289556170776915
"(5, 2, 2)(2, 0, 0, 12)",0.2359549007965839
"(5, 1, 3)(2, 0, 0, 12)",0.32480658051250144
"(5, 2, 3)(2, 0, 0, 12)",0.9935044690678732
"(5, 1, 4)(2, 0, 0, 12)",0.23219866861828645
"(5, 2, 4)(2, 0, 0, 12)",1.0785064599933465
"(5, 1, 5)(2, 0, 0, 12)",0.22412184899255733
"(5, 2, 5)(2, 0, 0, 12)",0.3415791020942272
"(5, 1, 7)(2, 0, 0, 12)",0.2294250382077201
"(5, 2, 7)(2, 0, 0, 12)",1.0636230544757859
"(7, 1, 1)(2, 0, 0, 12)",0.2934587527116107
"(7, 2, 1)(2, 0, 0, 12)",1.1189509450843393
"(7, 1, 2)(2, 0, 0, 12)",0.27759969273640794
"(7, 2, 2)(2, 0, 0, 12)",0.3112175906988024
"(7, 1, 3)(2, 0, 0, 12)",0.277406917695861
"(7, 2, 3)(2, 0, 0, 12)",1.1168930684929859
"(7, 1, 4)(2, 0, 0, 12)",0.25412010005164853
"(7, 2, 4)(2, 0, 0, 12)",4.7349347408186425e+19
"(7, 1, 5)(2, 0, 0, 12)",0.28422444611264225
"(7, 2, 5)(2, 0, 0, 12)",1.1776749003824731
"(7, 1, 7)(2, 0, 0, 12)",0.38702207075647493
"(7, 2, 7)(2, 0, 0, 12)",0.9061111245948958
"(1, 1, 1)(2, 1, 0, 12)",0.4314533424847724
"(1, 2, 1)(2, 1, 0, 12)",0.5653371999646996
"(1, 1, 2)(2, 1, 0, 12)",0.17674796102220316
"(1, 2, 2)(2, 1, 0, 12)",0.7575022892124833
"(1, 1, 3)(2, 1, 0, 12)",0.17136700435198812
"(1, 2, 3)(2, 1, 0, 12)",0.7246683109662058
"(1, 1, 4)(2, 1, 0, 12)",0.16766786296304176
"(1, 2, 4)(2, 1, 0, 12)",0.7412408930117774
"(1, 1, 5)(2, 1, 0, 12)",0.16705250010045772
"(1, 2, 5)(2, 1, 0, 12)",0.7720849286955342
"(1, 1, 7)(2, 1, 0, 12)",0.1682850932011026
"(1, 2, 7)(2, 1, 0, 12)",0.18334903159419022
"(2, 1, 1)(2, 1, 0, 12)",0.19244421239278178
"(2, 2, 1)(2, 1, 0, 12)",0.6738225127323674
"(2, 1, 2)(2, 1, 0, 12)",0.17377205379560476
"(2, 2, 2)(2, 1, 0, 12)",0.7636094044290841
"(2, 1, 3)(2, 1, 0, 12)",0.16619813416869497
"(2, 2, 3)(2, 1, 0, 12)",0.803144637822003
"(2, 1, 4)(2, 1, 0, 12)",0.16644654210666857
"(2, 2, 4)(2, 1, 0, 12)",0.8076374349280674
"(2, 1, 5)(2, 1, 0, 12)",0.16783298584481887
"(2, 2, 5)(2, 1, 0, 12)",0.7711165836160587
"(2, 1, 7)(2, 1, 0, 12)",0.169378019506853
"(2, 2, 7)(2, 1, 0, 12)",0.1797305454897256
"(3, 1, 1)(2, 1, 0, 12)",0.17632609587227888
"(3, 2, 1)(2, 1, 0, 12)",0.7417116506601634
"(3, 1, 2)(2, 1, 0, 12)",0.18239560538114183
"(3, 2, 2)(2, 1, 0, 12)",0.8041723871374838
"(3, 1, 3)(2, 1, 0, 12)",0.1750508734472416
"(3, 2, 3)(2, 1, 0, 12)",0.8021808051609193
"(3, 1, 4)(2, 1, 0, 12)",0.16656803078769714
"(3, 2, 4)(2, 1, 0, 12)",0.736450839194975
"(3, 1, 5)(2, 1, 0, 12)",0.17895768999860287
"(3, 2, 5)(2, 1, 0, 12)",0.7337377742920218
"(3, 1, 7)(2, 1, 0, 12)",0.16636870247460775
"(3, 2, 7)(2, 1, 0, 12)",0.8370561544579349
"(5, 1, 1)(2, 1, 0, 12)",0.17408546119824736
"(5, 2, 1)(2, 1, 0, 12)",0.7482186441463188
"(5, 1, 2)(2, 1, 0, 12)",0.1837324539232547
"(5, 2, 2)(2, 1, 0, 12)",0.8131040040313864
"(5, 1, 3)(2, 1, 0, 12)",0.16523000569335636
"(5, 2, 3)(2, 1, 0, 12)",0.9137032566579771
"(5, 1, 4)(2, 1, 0, 12)",0.16532847470492687
"(5, 2, 4)(2, 1, 0, 12)",0.18176701269241866
"(5, 1, 5)(2, 1, 0, 12)",0.1806648030634855
"(5, 2, 5)(2, 1, 0, 12)",0.9024542351302673
"(5, 1, 7)(2, 1, 0, 12)",0.16831676796335635
"(5, 2, 7)(2, 1, 0, 12)",1.0168187867904892
"(7, 1, 1)(2, 1, 0, 12)",0.17272966961954658
"(7, 2, 1)(2, 1, 0, 12)",0.9347747947231131
"(7, 1, 2)(2, 1, 0, 12)",0.16491165459965626
"(7, 2, 2)(2, 1, 0, 12)",0.1770926990781618
"(7, 1, 3)(2, 1, 0, 12)",0.1681613317660505
"(7, 2, 3)(2, 1, 0, 12)",0.18990553432500762
"(7, 1, 4)(2, 1, 0, 12)",2.2036761265134177e+65
"(7, 2, 4)(2, 1, 0, 12)",331.84772282283075
"(7, 1, 5)(2, 1, 0, 12)",0.3737131791344215
"(7, 2, 5)(2, 1, 0, 12)",0.960550314936137
"(7, 1, 7)(2, 1, 0, 12)",0.18273696357497543
"(7, 2, 7)(2, 1, 0, 12)",0.9411219648553447
"(1, 1, 1)(2, 0, 1, 12)",0.3250321347695216
"(1, 2, 1)(2, 0, 1, 12)",0.28225195266406766
"(1, 1, 2)(2, 0, 1, 12)",0.17678621540843056
"(1, 2, 2)(2, 0, 1, 12)",0.36952798322776953
"(1, 1, 3)(2, 0, 1, 12)",0.31346895866676533
"(1, 2, 3)(2, 0, 1, 12)",0.39810090241917107
"(1, 1, 4)(2, 0, 1, 12)",0.16871190090308605
"(1, 2, 4)(2, 0, 1, 12)",0.42576738671620656
"(1, 1, 5)(2, 0, 1, 12)",0.18059837103948967
"(1, 2, 5)(2, 0, 1, 12)",0.20846276165243985
"(1, 1, 7)(2, 0, 1, 12)",0.19623692655139427
"(1, 2, 7)(2, 0, 1, 12)",0.16297840816427545
"(2, 1, 1)(2, 0, 1, 12)",0.19279701320024417
"(2, 2, 1)(2, 0, 1, 12)",0.33697439016552705
"(2, 1, 2)(2, 0, 1, 12)",0.18520120364173343
"(2, 2, 2)(2, 0, 1, 12)",0.3127050765766206
"(2, 1, 3)(2, 0, 1, 12)",0.1711958105939771
"(2, 2, 3)(2, 0, 1, 12)",0.39920670352383114
"(2, 1, 4)(2, 0, 1, 12)",0.27707732186086237
"(2, 2, 4)(2, 0, 1, 12)",0.17173620658072164
"(2, 1, 5)(2, 0, 1, 12)",0.2231389116456597
"(2, 2, 5)(2, 0, 1, 12)",0.42878928112769077
"(2, 1, 7)(2, 0, 1, 12)",0.20175053764573223
"(2, 2, 7)(2, 0, 1, 12)",0.16309346448879558
"(3, 1, 1)(2, 0, 1, 12)",0.18102302695294425
"(3, 2, 1)(2, 0, 1, 12)",0.3686982211567794
"(3, 1, 2)(2, 0, 1, 12)",0.1906027055883497
"(3, 2, 2)(2, 0, 1, 12)",0.3396409568878025
"(3, 1, 3)(2, 0, 1, 12)",0.27400674892985555
