,RMSE
"(3, 2, 3)(2, 0, 1, 12)",0.3890480204044938
"(3, 1, 4)(2, 0, 1, 12)",0.31605644920921294
"(3, 2, 4)(2, 0, 1, 12)",0.26981348742749434
"(3, 1, 5)(2, 0, 1, 12)",0.2846752635066974
"(3, 2, 5)(2, 0, 1, 12)",0.4051231096504223
"(3, 1, 7)(2, 0, 1, 12)",0.19913856578849684
"(3, 2, 7)(2, 0, 1, 12)",0.4471994696699913
"(5, 1, 1)(2, 0, 1, 12)",0.16747389422868586
"(5, 2, 1)(2, 0, 1, 12)",0.4803663026409066
"(5, 1, 2)(2, 0, 1, 12)",0.1711615599804022
"(5, 2, 2)(2, 0, 1, 12)",0.16101931161368627
"(5, 1, 3)(2, 0, 1, 12)",0.16969808296776667
"(5, 2, 3)(2, 0, 1, 12)",0.46998270712438994
"(5, 1, 4)(2, 0, 1, 12)",0.31602515941793874
"(5, 2, 4)(2, 0, 1, 12)",0.39688987310085566
"(5, 1, 5)(2, 0, 1, 12)",0.26836587863741146
"(5, 2, 5)(2, 0, 1, 12)",0.16825676185732108
"(5, 1, 7)(2, 0, 1, 12)",0.225878452228501
"(5, 2, 7)(2, 0, 1, 12)",0.4679968828108535
"(7, 1, 1)(2, 0, 1, 12)",0.1702153192652254
"(7, 2, 1)(2, 0, 1, 12)",0.5451605829715559
"(7, 1, 2)(2, 0, 1, 12)",0.16999718109246445
"(7, 2, 2)(2, 0, 1, 12)",0.16234884036226147
"(7, 1, 3)(2, 0, 1, 12)",0.16679962667175507
"(7, 2, 3)(2, 0, 1, 12)",0.4584278404047447
"(7, 1, 4)(2, 0, 1, 12)",0.19752991323453958
"(7, 2, 4)(2, 0, 1, 12)",3.35125773321675e+30
"(7, 1, 5)(2, 0, 1, 12)",0.17739091413746527
"(7, 2, 5)(2, 0, 1, 12)",0.4532217268007725
"(7, 1, 7)(2, 0, 1, 12)",0.17171535447073813
"(7, 2, 7)(2, 0, 1, 12)",0.3414912109384476
"(1, 1, 1)(2, 1, 1, 12)",0.38785653846570783
"(1, 2, 1)(2, 1, 1, 12)",0.21371289592532988
"(1, 1, 2)(2, 1, 1, 12)",0.2389601007957924
"(1, 2, 2)(2, 1, 1, 12)",0.31440465378775007
"(1, 1, 3)(2, 1, 1, 12)",0.21381882424166748
"(1, 2, 3)(2, 1, 1, 12)",0.2953397290976069
"(1, 1, 4)(2, 1, 1, 12)",0.21593886692920455
"(1, 2, 4)(2, 1, 1, 12)",0.2927808001494275
"(1, 1, 5)(2, 1, 1, 12)",0.24844954483970064
"(1, 2, 5)(2, 1, 1, 12)",0.3367493020565504
"(1, 1, 7)(2, 1, 1, 12)",0.24918031087085651
"(1, 2, 7)(2, 1, 1, 12)",0.26528337551065867
"(2, 1, 1)(2, 1, 1, 12)",0.2658659311145996
"(2, 2, 1)(2, 1, 1, 12)",0.2644860055518779
"(2, 1, 2)(2, 1, 1, 12)",0.227061282871026
"(2, 2, 2)(2, 1, 1, 12)",0.24235221729677497
"(2, 1, 3)(2, 1, 1, 12)",0.22154648996050025
"(2, 2, 3)(2, 1, 1, 12)",0.29554610003272175
"(2, 1, 4)(2, 1, 1, 12)",0.22928749395653994
"(2, 2, 4)(2, 1, 1, 12)",0.25423612935934303
"(2, 1, 5)(2, 1, 1, 12)",0.21510697573952473
"(2, 2, 5)(2, 1, 1, 12)",0.35628182094465033
"(2, 1, 7)(2, 1, 1, 12)",0.2544325694599548
"(2, 2, 7)(2, 1, 1, 12)",0.2059516912965882
"(3, 1, 1)(2, 1, 1, 12)",0.23651689338113613
"(3, 2, 1)(2, 1, 1, 12)",0.3050172265286856
"(3, 1, 2)(2, 1, 1, 12)",0.24962398873753877
"(3, 2, 2)(2, 1, 1, 12)",0.23130804767869875
"(3, 1, 3)(2, 1, 1, 12)",0.21301959718305138
"(3, 2, 3)(2, 1, 1, 12)",0.28771823833320226
"(3, 1, 4)(2, 1, 1, 12)",0.21761258339622874
"(3, 2, 4)(2, 1, 1, 12)",0.3019337434366905
"(3, 1, 5)(2, 1, 1, 12)",0.20045633867981233
"(3, 2, 5)(2, 1, 1, 12)",0.4462616066738377
"(3, 1, 7)(2, 1, 1, 12)",0.25036647233757386
"(3, 2, 7)(2, 1, 1, 12)",0.21152251121620905
"(5, 1, 1)(2, 1, 1, 12)",0.21074562474788894
"(5, 2, 1)(2, 1, 1, 12)",0.18684192138872516
"(5, 1, 2)(2, 1, 1, 12)",0.20816459769514042
"(5, 2, 2)(2, 1, 1, 12)",0.35949394809068164
"(5, 1, 3)(2, 1, 1, 12)",0.21207355298035374
"(5, 2, 3)(2, 1, 1, 12)",0.38118531576847675
"(5, 1, 4)(2, 1, 1, 12)",0.23657315124886955
"(5, 2, 4)(2, 1, 1, 12)",0.17275613628249525
"(5, 1, 5)(2, 1, 1, 12)",0.2153789069647953
"(5, 2, 5)(2, 1, 1, 12)",0.4791111823572982
"(5, 1, 7)(2, 1, 1, 12)",0.22520368793125292
"(5, 2, 7)(2, 1, 1, 12)",0.37603913983798704
"(7, 1, 1)(2, 1, 1, 12)",0.21672193268341794
"(7, 2, 1)(2, 1, 1, 12)",0.15558784727017205
"(7, 1, 2)(2, 1, 1, 12)",0.20774456171008954
"(7, 2, 2)(2, 1, 1, 12)",0.17649574370669902
"(7, 1, 3)(2, 1, 1, 12)",0.2556059893802862
"(7, 2, 3)(2, 1, 1, 12)",0.16653683988934498
"(7, 1, 4)(2, 1, 1, 12)",1.8091715735697458e+65
"(7, 2, 4)(2, 1, 1, 12)",668774692.7100947
"(7, 1, 5)(2, 1, 1, 12)",0.3318927124387341
"(7, 2, 5)(2, 1, 1, 12)",0.3409089301461986
"(7, 1, 7)(2, 1, 1, 12)",0.21782935081860577
"(7, 2, 7)(2, 1, 1, 12)",0.30744056745612275
"(1, 1, 1)(2, 0, 2, 12)",0.30869582466033624
"(1, 2, 1)(2, 0, 2, 12)",0.2647836168423591
"(1, 1, 2)(2, 0, 2, 12)",0.17488996760697645
"(1, 2, 2)(2, 0, 2, 12)",0.3874812049765663
"(1, 1, 3)(2, 0, 2, 12)",0.29337818249569453
"(1, 2, 3)(2, 0, 2, 12)",0.3814979756001617
"(1, 1, 4)(2, 0, 2, 12)",0.1673011032764603
"(1, 2, 4)(2, 0, 2, 12)",0.36132675388914287
"(1, 1, 5)(2, 0, 2, 12)",0.17615394681040858
"(1, 2, 5)(2, 0, 2, 12)",0.37559262054529735
"(1, 1, 7)(2, 0, 2, 12)",0.17288990749459104
"(1, 2, 7)(2, 0, 2, 12)",0.1589188501413836
"(2, 1, 1)(2, 0, 2, 12)",0.1911152442733463
"(2, 2, 1)(2, 0, 2, 12)",0.2731899117268675
"(2, 1, 2)(2, 0, 2, 12)",0.17088099605408813
"(2, 2, 2)(2, 0, 2, 12)",0.29766533045052923
"(2, 1, 3)(2, 0, 2, 12)",0.17221920236722227
"(2, 2, 3)(2, 0, 2, 12)",0.38882421648426785
"(2, 1, 4)(2, 0, 2, 12)",0.16934460779735347
"(2, 2, 4)(2, 0, 2, 12)",0.2324228208429507
"(2, 1, 5)(2, 0, 2, 12)",0.16152460707641675
"(2, 2, 5)(2, 0, 2, 12)",0.41299769927472363
"(2, 1, 7)(2, 0, 2, 12)",0.17051333384098752
"(2, 2, 7)(2, 0, 2, 12)",0.16043173202884686
"(3, 1, 1)(2, 0, 2, 12)",0.17914230928725994
"(3, 2, 1)(2, 0, 2, 12)",0.39439688065920636
"(3, 1, 2)(2, 0, 2, 12)",0.17615378768010068
"(3, 2, 2)(2, 0, 2, 12)",0.3011155520893563
"(3, 1, 3)(2, 0, 2, 12)",0.18697138517620768
"(3, 2, 3)(2, 0, 2, 12)",0.3770094815772563
"(3, 1, 4)(2, 0, 2, 12)",0.29797297585810223
"(3, 2, 4)(2, 0, 2, 12)",0.1868147236715242
"(3, 1, 5)(2, 0, 2, 12)",0.2693523233458201
"(3, 2, 5)(2, 0, 2, 12)",0.2985944965025419
"(3, 1, 7)(2, 0, 2, 12)",0.16893080479150988
"(3, 2, 7)(2, 0, 2, 12)",0.1640729563235195
"(5, 1, 1)(2, 0, 2, 12)",0.16331054890139762
"(5, 2, 1)(2, 0, 2, 12)",0.4814380477666611
"(5, 1, 2)(2, 0, 2, 12)",0.17789108804118045
"(5, 2, 2)(2, 0, 2, 12)",0.16587410931097918
"(5, 1, 3)(2, 0, 2, 12)",0.1694749743481442
"(5, 2, 3)(2, 0, 2, 12)",0.1676621036154932
"(5, 1, 4)(2, 0, 2, 12)",0.29629964344725906
"(5, 2, 4)(2, 0, 2, 12)",0.3390080532173789
"(5, 1, 5)(2, 0, 2, 12)",0.2150950857382897
"(5, 2, 5)(2, 0, 2, 12)",0.16763546240646388
"(5, 1, 7)(2, 0, 2, 12)",0.1795402618924175
"(5, 2, 7)(2, 0, 2, 12)",0.34646588871316775
"(7, 1, 1)(2, 0, 2, 12)",0.2001300635124201
"(7, 2, 1)(2, 0, 2, 12)",0.5707772825102895
"(7, 1, 2)(2, 0, 2, 12)",0.17435976491271865
"(7, 2, 2)(2, 0, 2, 12)",0.16342249312834828
"(7, 1, 3)(2, 0, 2, 12)",0.16610162671177314
"(7, 2, 3)(2, 0, 2, 12)",0.45419894204781386
"(7, 1, 4)(2, 0, 2, 12)",0.16984966418924957
"(7, 2, 4)(2, 0, 2, 12)",1.0972256211325106e+34
"(7, 1, 5)(2, 0, 2, 12)",0.16480784757577488
"(7, 2, 5)(2, 0, 2, 12)",0.43825482796322535
"(7, 1, 7)(2, 0, 2, 12)",0.17749298406072764
"(7, 2, 7)(2, 0, 2, 12)",0.32680893758586027
"(1, 1, 1)(2, 1, 2, 12)",0.3946751645198998
"(1, 2, 1)(2, 1, 2, 12)",0.2041444328949044
"(1, 1, 2)(2, 1, 2, 12)",0.23522661498242903
"(1, 2, 2)(2, 1, 2, 12)",0.2884549110396004
"(1, 1, 3)(2, 1, 2, 12)",0.20740364932944053
"(1, 2, 3)(2, 1, 2, 12)",0.25536164642294484
"(1, 1, 4)(2, 1, 2, 12)",0.20926381233102573
"(1, 2, 4)(2, 1, 2, 12)",0.2596955849801567
"(1, 1, 5)(2, 1, 2, 12)",0.1938929378737517
"(1, 2, 5)(2, 1, 2, 12)",0.2936292246020068
"(1, 1, 7)(2, 1, 2, 12)",0.21873691923906566
"(1, 2, 7)(2, 1, 2, 12)",0.17681660789456624
"(2, 1, 1)(2, 1, 2, 12)",0.29451763995539915
"(2, 2, 1)(2, 1, 2, 12)",0.2346383170281416
"(2, 1, 2)(2, 1, 2, 12)",0.22362353232066456
"(2, 2, 2)(2, 1, 2, 12)",0.22644055099602448
"(2, 1, 3)(2, 1, 2, 12)",0.2192037554774968
"(2, 2, 3)(2, 1, 2, 12)",0.2310506408510596
"(2, 1, 4)(2, 1, 2, 12)",0.21597231517469373
"(2, 2, 4)(2, 1, 2, 12)",0.22234284311776295
"(2, 1, 5)(2, 1, 2, 12)",0.1908682485963728
"(2, 2, 5)(2, 1, 2, 12)",0.475403823061384
"(2, 1, 7)(2, 1, 2, 12)",0.2408369340290099
"(2, 2, 7)(2, 1, 2, 12)",0.16933558761499864
"(3, 1, 1)(2, 1, 2, 12)",0.23586746175189297
"(3, 2, 1)(2, 1, 2, 12)",0.22877557211782118
"(3, 1, 2)(2, 1, 2, 12)",0.25576113149083146
"(3, 2, 2)(2, 1, 2, 12)",0.22931591637763346
"(3, 1, 3)(2, 1, 2, 12)",0.23299344964522586
"(3, 2, 3)(2, 1, 2, 12)",0.2392159120872982
"(3, 1, 4)(2, 1, 2, 12)",0.2517122798389104
"(3, 2, 4)(2, 1, 2, 12)",0.2729408912529323
"(3, 1, 5)(2, 1, 2, 12)",0.16420885934265742
"(3, 2, 5)(2, 1, 2, 12)",0.238836978006272
"(3, 1, 7)(2, 1, 2, 12)",0.19390514792878327
"(3, 2, 7)(2, 1, 2, 12)",0.2264273794867812
"(5, 1, 1)(2, 1, 2, 12)",0.2114483760774428
"(5, 2, 1)(2, 1, 2, 12)",0.20938309316129705
"(5, 1, 2)(2, 1, 2, 12)",0.2096823918181978
"(5, 2, 2)(2, 1, 2, 12)",0.20246832060810827
"(5, 1, 3)(2, 1, 2, 12)",0.21565714673179226
"(5, 2, 3)(2, 1, 2, 12)",0.25833644429180963
"(5, 1, 4)(2, 1, 2, 12)",0.22128245252286735
"(5, 2, 4)(2, 1, 2, 12)",0.3406227234449591
"(5, 1, 5)(2, 1, 2, 12)",0.18825213108195596
"(5, 2, 5)(2, 1, 2, 12)",0.408739367297946
"(5, 1, 7)(2, 1, 2, 12)",0.21389755568265334
"(5, 2, 7)(2, 1, 2, 12)",0.25799483103604454
"(7, 1, 1)(2, 1, 2, 12)",0.22163182417110597
"(7, 2, 1)(2, 1, 2, 12)",0.19978730325015684
"(7, 1, 2)(2, 1, 2, 12)",0.2126452547441987
"(7, 2, 2)(2, 1, 2, 12)",0.1924495020927086
"(7, 1, 3)(2, 1, 2, 12)",0.21198883669634683
"(7, 2, 3)(2, 1, 2, 12)",0.17432403650523767
"(7, 1, 4)(2, 1, 2, 12)",1.5433978546225571e+65
"(7, 2, 4)(2, 1, 2, 12)",199666521.3942868
"(7, 1, 5)(2, 1, 2, 12)",0.16911029642135095
"(7, 2, 5)(2, 1, 2, 12)",0.43535591245889993
"(7, 1, 7)(2, 1, 2, 12)",0.2337536374089876
"(7, 2, 7)(2, 1, 2, 12)",0.22340492622337607
"(1, 1, 1)(3, 0, 0, 12)",0.21778494138295915
"(1, 2, 1)(3, 0, 0, 12)",0.6043487060714273
"(1, 1, 2)(3, 0, 0, 12)",0.18615832434160287
"(1, 2, 2)(3, 0, 0, 12)",0.7774293830031319
"(1, 1, 3)(3, 0, 0, 12)",0.1970921642765133
"(1, 2, 3)(3, 0, 0, 12)",0.7914948284615476
"(1, 1, 4)(3, 0, 0, 12)",0.1916604961614949
"(1, 2, 4)(3, 0, 0, 12)",0.8226153178156762
"(1, 1, 5)(3, 0, 0, 12)",0.1773772144091999
"(1, 2, 5)(3, 0, 0, 12)",0.1933639676430602
"(1, 1, 7)(3, 0, 0, 12)",0.17868654028868894
"(1, 2, 7)(3, 0, 0, 12)",0.207872304488124
"(2, 1, 1)(3, 0, 0, 12)",0.18845909958400756
"(2, 2, 1)(3, 0, 0, 12)",0.35706978503190845
"(2, 1, 2)(3, 0, 0, 12)",0.18300638999452346
"(2, 2, 2)(3, 0, 0, 12)",0.36916816927962626
"(2, 1, 3)(3, 0, 0, 12)",0.19154308458110297
"(2, 2, 3)(3, 0, 0, 12)",0.762383724000006
"(2, 1, 4)(3, 0, 0, 12)",0.33942941899141355
"(2, 2, 4)(3, 0, 0, 12)",0.8431972607674765
"(2, 1, 5)(3, 0, 0, 12)",0.18700093852314356
"(2, 2, 5)(3, 0, 0, 12)",0.8701494125035739
"(2, 1, 7)(3, 0, 0, 12)",0.17947518418745742
"(2, 2, 7)(3, 0, 0, 12)",0.18290751873803324
"(3, 1, 1)(3, 0, 0, 12)",0.18801597105293907
"(3, 2, 1)(3, 0, 0, 12)",0.8091452653124394
"(3, 1, 2)(3, 0, 0, 12)",0.18271162676124456
"(3, 2, 2)(3, 0, 0, 12)",0.6711357218315346
"(3, 1, 3)(3, 0, 0, 12)",0.18801846634360508
"(3, 2, 3)(3, 0, 0, 12)",0.7607910414356132
"(3, 1, 4)(3, 0, 0, 12)",0.3457224829601454
"(3, 2, 4)(3, 0, 0, 12)",0.5926430001621108
"(3, 1, 5)(3, 0, 0, 12)",0.32237785802762553
"(3, 2, 5)(3, 0, 0, 12)",0.38141491218894435
"(3, 1, 7)(3, 0, 0, 12)",0.21544620223103056
"(3, 2, 7)(3, 0, 0, 12)",0.2424671482864662
"(5, 1, 1)(3, 0, 0, 12)",0.20305855394915162
"(5, 2, 1)(3, 0, 0, 12)",0.936205564257076
"(5, 1, 2)(3, 0, 0, 12)",0.1996337410892013
"(5, 2, 2)(3, 0, 0, 12)",0.21449423950864568
"(5, 1, 3)(3, 0, 0, 12)",0.20545761516078365
"(5, 2, 3)(3, 0, 0, 12)",0.2129756448790653
"(5, 1, 4)(3, 0, 0, 12)",0.2520275678476058
"(5, 2, 4)(3, 0, 0, 12)",0.7630541179484219
"(5, 1, 5)(3, 0, 0, 12)",0.28518847398129926
"(5, 2, 5)(3, 0, 0, 12)",0.6767974259077221
"(5, 1, 7)(3, 0, 0, 12)",0.1861649702434564
"(5, 2, 7)(3, 0, 0, 12)",0.9465392779781415
"(7, 1, 1)(3, 0, 0, 12)",0.19629414258480132
"(7, 2, 1)(3, 0, 0, 12)",1.0379165454993706
"(7, 1, 2)(3, 0, 0, 12)",0.20175562832864052
"(7, 2, 2)(3, 0, 0, 12)",0.20189213229702085
"(7, 1, 3)(3, 0, 0, 12)",0.20448516390560778
"(7, 2, 3)(3, 0, 0, 12)",0.8858379305083034
"(7, 1, 4)(3, 0, 0, 12)",0.2080299941491498
"(7, 2, 4)(3, 0, 0, 12)",6.474734811714833e+23
"(7, 1, 5)(3, 0, 0, 12)",0.19184543186369227
"(7, 2, 5)(3, 0, 0, 12)",0.8468994145892573
"(7, 1, 7)(3, 0, 0, 12)",0.17969590263230054
"(7, 2, 7)(3, 0, 0, 12)",0.813823130575162
"(1, 1, 1)(3, 1, 0, 12)",0.4582213910234392
"(1, 2, 1)(3, 1, 0, 12)",0.4042923353873395
"(1, 1, 2)(3, 1, 0, 12)",0.22225954044960153
"(1, 2, 2)(3, 1, 0, 12)",0.6491904537744083
"(1, 1, 3)(3, 1, 0, 12)",0.18529788809028108
"(1, 2, 3)(3, 1, 0, 12)",0.545310644098998
"(1, 1, 4)(3, 1, 0, 12)",0.1765489820451028
"(1, 2, 4)(3, 1, 0, 12)",0.6641346156352853
"(1, 1, 5)(3, 1, 0, 12)",0.18149543285464073
"(1, 2, 5)(3, 1, 0, 12)",0.6724974436855822
"(1, 1, 7)(3, 1, 0, 12)",0.17115237904467076
"(1, 2, 7)(3, 1, 0, 12)",0.578115659085938
"(2, 1, 1)(3, 1, 0, 12)",0.25857711370458497
"(2, 2, 1)(3, 1, 0, 12)",0.47676442243127
"(2, 1, 2)(3, 1, 0, 12)",0.2047129148998674
"(2, 2, 2)(3, 1, 0, 12)",0.44181838229040454
"(2, 1, 3)(3, 1, 0, 12)",0.2805082934682945
"(2, 2, 3)(3, 1, 0, 12)",0.6429794824360189
"(2, 1, 4)(3, 1, 0, 12)",0.17720283650474103
"(2, 2, 4)(3, 1, 0, 12)",0.5585612514595976
"(2, 1, 5)(3, 1, 0, 12)",0.18413674147397688
"(2, 2, 5)(3, 1, 0, 12)",0.5625640432204015
"(2, 1, 7)(3, 1, 0, 12)",0.17260596957056024
"(2, 2, 7)(3, 1, 0, 12)",0.7509179486354303
"(3, 1, 1)(3, 1, 0, 12)",0.23422605103121183
"(3, 2, 1)(3, 1, 0, 12)",0.5768307955021965
"(3, 1, 2)(3, 1, 0, 12)",0.25086377474969257
"(3, 2, 2)(3, 1, 0, 12)",0.6754995886241022
"(3, 1, 3)(3, 1, 0, 12)",0.16835243478302772
"(3, 2, 3)(3, 1, 0, 12)",0.6876453620893248
"(3, 1, 4)(3, 1, 0, 12)",0.1862363251337628
"(3, 2, 4)(3, 1, 0, 12)",0.5680570670366636
"(3, 1, 5)(3, 1, 0, 12)",0.16461693744838282
"(3, 2, 5)(3, 1, 0, 12)",0.5378681374983485
"(3, 1, 7)(3, 1, 0, 12)",0.22744050688710604
"(3, 2, 7)(3, 1, 0, 12)",0.5879070229375887
"(5, 1, 1)(3, 1, 0, 12)",0.1990009596205359
"(5, 2, 1)(3, 1, 0, 12)",0.6755463953431289
"(5, 1, 2)(3, 1, 0, 12)",0.1975203346800539
"(5, 2, 2)(3, 1, 0, 12)",0.6370524998224173
"(5, 1, 3)(3, 1, 0, 12)",0.19240723963560752
"(5, 2, 3)(3, 1, 0, 12)",0.6969989336359004
"(5, 1, 4)(3, 1, 0, 12)",0.27093825386102727
"(5, 2, 4)(3, 1, 0, 12)",0.15855581821539555
"(5, 1, 5)(3, 1, 0, 12)",0.2011013964658504
"(5, 2, 5)(3, 1, 0, 12)",0.6962176161427067
"(5, 1, 7)(3, 1, 0, 12)",0.2391008120952706
"(5, 2, 7)(3, 1, 0, 12)",0.7923527670610149
"(7, 1, 1)(3, 1, 0, 12)",0.2042485418555449
"(7, 2, 1)(3, 1, 0, 12)",0.15284877021327625
"(7, 1, 2)(3, 1, 0, 12)",0.2045183949975241
"(7, 2, 2)(3, 1, 0, 12)",0.3594519839225786
"(7, 1, 3)(3, 1, 0, 12)",0.26577816753243305
"(7, 2, 3)(3, 1, 0, 12)",0.15216693942694023
"(7, 1, 4)(3, 1, 0, 12)",1.6468628948203523e+65
"(7, 2, 4)(3, 1, 0, 12)",3268.4082453277474
"(7, 1, 5)(3, 1, 0, 12)",0.1955211191051492
"(7, 2, 5)(3, 1, 0, 12)",0.7178016342725824
"(7, 1, 7)(3, 1, 0, 12)",0.21585528324834102
"(7, 2, 7)(3, 1, 0, 12)",0.5431928718211695
"(1, 1, 1)(3, 0, 1, 12)",0.37899623139405075
"(1, 2, 1)(3, 0, 1, 12)",0.2595843313378624
"(1, 1, 2)(3, 0, 1, 12)",0.22272497131824812
"(1, 2, 2)(3, 0, 1, 12)",0.3387624001604074
"(1, 1, 3)(3, 0, 1, 12)",0.1971845481281146
"(1, 2, 3)(3, 0, 1, 12)",0.3728697884337859
"(1, 1, 4)(3, 0, 1, 12)",0.1758262010379233
"(1, 2, 4)(3, 0, 1, 12)",0.3914117237951852
"(1, 1, 5)(3, 0, 1, 12)",0.2445648682282324
"(1, 2, 5)(3, 0, 1, 12)",0.2165946688263649
"(1, 1, 7)(3, 0, 1, 12)",0.24317725653831507
"(1, 2, 7)(3, 0, 1, 12)",0.2096123171091448
"(2, 1, 1)(3, 0, 1, 12)",0.24704589188401235
"(2, 2, 1)(3, 0, 1, 12)",0.3675750343843477
"(2, 1, 2)(3, 0, 1, 12)",0.20396168796440914
"(2, 2, 2)(3, 0, 1, 12)",0.28435686113134573
"(2, 1, 3)(3, 0, 1, 12)",0.21068500281513353
"(2, 2, 3)(3, 0, 1, 12)",0.3671180792239555
"(2, 1, 4)(3, 0, 1, 12)",0.39691963842988254
"(2, 2, 4)(3, 0, 1, 12)",0.3805559139711169
"(2, 1, 5)(3, 0, 1, 12)",0.2652855094291142
"(2, 2, 5)(3, 0, 1, 12)",0.40847233677297007
"(2, 1, 7)(3, 0, 1, 12)",0.24378132003973263
"(2, 2, 7)(3, 0, 1, 12)",0.19966170732112673
"(3, 1, 1)(3, 0, 1, 12)",0.18164053858331358
"(3, 2, 1)(3, 0, 1, 12)",0.25581141239901684
"(3, 1, 2)(3, 0, 1, 12)",0.21599376061834585
"(3, 2, 2)(3, 0, 1, 12)",0.2962599946189625
"(3, 1, 3)(3, 0, 1, 12)",0.3733718747771306
"(3, 2, 3)(3, 0, 1, 12)",0.3448504037290107
"(3, 1, 4)(3, 0, 1, 12)",0.37867110502082224
"(3, 2, 4)(3, 0, 1, 12)",0.17786110393206478
"(3, 1, 5)(3, 0, 1, 12)",0.33596655258821795
"(3, 2, 5)(3, 0, 1, 12)",0.3929056111017883
"(3, 1, 7)(3, 0, 1, 12)",0.27132049160940835
"(3, 2, 7)(3, 0, 1, 12)",0.2131051849154123
"(5, 1, 1)(3, 0, 1, 12)",0.19771119897947503
"(5, 2, 1)(3, 0, 1, 12)",0.4774080093669762
"(5, 1, 2)(3, 0, 1, 12)",0.207096198923755
"(5, 2, 2)(3, 0, 1, 12)",0.18355082095537384
"(5, 1, 3)(3, 0, 1, 12)",0.22079595804690563
"(5, 2, 3)(3, 0, 1, 12)",0.4928006459481662
"(5, 1, 4)(3, 0, 1, 12)",0.37564316859626545
"(5, 2, 4)(3, 0, 1, 12)",0.36394716311655234
"(5, 1, 5)(3, 0, 1, 12)",0.2870654823564052
"(5, 2, 5)(3, 0, 1, 12)",0.3191813612531187
"(5, 1, 7)(3, 0, 1, 12)",0.2862957940931365
"(5, 2, 7)(3, 0, 1, 12)",0.39297241214595674
"(7, 1, 1)(3, 0, 1, 12)",0.20406727214273668
"(7, 2, 1)(3, 0, 1, 12)",0.5581805418216644
"(7, 1, 2)(3, 0, 1, 12)",0.224512567207657
"(7, 2, 2)(3, 0, 1, 12)",0.1776727530420114
"(7, 1, 3)(3, 0, 1, 12)",0.20405687275523746
"(7, 2, 3)(3, 0, 1, 12)",0.4796057909406836
"(7, 1, 4)(3, 0, 1, 12)",0.25342720474678104
"(7, 2, 4)(3, 0, 1, 12)",5.734565055481594e+33
"(7, 1, 5)(3, 0, 1, 12)",0.22162151601563945
"(7, 2, 5)(3, 0, 1, 12)",0.353261177154771
"(7, 1, 7)(3, 0, 1, 12)",0.19636980798504056
"(7, 2, 7)(3, 0, 1, 12)",0.4945333672296454
"(1, 1, 1)(3, 1, 1, 12)",0.43206190260540195
"(1, 2, 1)(3, 1, 1, 12)",0.1738261795561233
"(1, 1, 2)(3, 1, 1, 12)",0.24940353860364003
"(1, 2, 2)(3, 1, 1, 12)",0.20984926418005143
"(1, 1, 3)(3, 1, 1, 12)",0.20422913093565803
"(1, 2, 3)(3, 1, 1, 12)",0.21312556024445417
"(1, 1, 4)(3, 1, 1, 12)",0.20742504818020277
"(1, 2, 4)(3, 1, 1, 12)",0.2122972795379963
"(1, 1, 5)(3, 1, 1, 12)",0.2729071325536592
"(1, 2, 5)(3, 1, 1, 12)",0.21733752592468583
"(1, 1, 7)(3, 1, 1, 12)",0.2695252420812248
"(1, 2, 7)(3, 1, 1, 12)",0.1829115668227805
"(2, 1, 1)(3, 1, 1, 12)",0.23813614145336492
"(2, 2, 1)(3, 1, 1, 12)",0.1951548882809147
"(2, 1, 2)(3, 1, 1, 12)",0.22768713068922733
"(2, 2, 2)(3, 1, 1, 12)",0.18966235651708815
"(2, 1, 3)(3, 1, 1, 12)",0.2100386467602058
"(2, 2, 3)(3, 1, 1, 12)",0.1707548071221699
"(2, 1, 4)(3, 1, 1, 12)",0.2026109040872738
"(2, 2, 4)(3, 1, 1, 12)",0.2129639964790525
"(2, 1, 5)(3, 1, 1, 12)",0.24728098468112397
"(2, 2, 5)(3, 1, 1, 12)",0.2648708763242843
"(2, 1, 7)(3, 1, 1, 12)",0.2608268787586279
"(2, 2, 7)(3, 1, 1, 12)",0.20567403317143781
"(3, 1, 1)(3, 1, 1, 12)",0.22515462946085632
"(3, 2, 1)(3, 1, 1, 12)",0.41157953455599067
"(3, 1, 2)(3, 1, 1, 12)",0.25638310450380347
"(3, 2, 2)(3, 1, 1, 12)",0.1746560081740152
"(3, 1, 3)(3, 1, 1, 12)",0.22410889238260945
"(3, 2, 3)(3, 1, 1, 12)",0.21961465000812327
"(3, 1, 4)(3, 1, 1, 12)",0.27131109712390866
"(3, 2, 4)(3, 1, 1, 12)",0.2931077530091337
"(3, 1, 5)(3, 1, 1, 12)",0.2049258731346047
"(3, 2, 5)(3, 1, 1, 12)",0.1916177340037287
"(3, 1, 7)(3, 1, 1, 12)",0.2843367996958075
"(3, 2, 7)(3, 1, 1, 12)",0.19460434449799793
"(5, 1, 1)(3, 1, 1, 12)",0.2194556862528928
"(5, 2, 1)(3, 1, 1, 12)",0.17992305577027423
"(5, 1, 2)(3, 1, 1, 12)",0.22724984573638757
"(5, 2, 2)(3, 1, 1, 12)",0.20023544291782516
"(5, 1, 3)(3, 1, 1, 12)",0.23375940594634728
"(5, 2, 3)(3, 1, 1, 12)",0.34307367477038625
"(5, 1, 4)(3, 1, 1, 12)",0.3477391351486081
"(5, 2, 4)(3, 1, 1, 12)",0.16989050337612985
"(5, 1, 5)(3, 1, 1, 12)",0.30628973583814334
"(5, 2, 5)(3, 1, 1, 12)",0.6738827955300534
